r,g,b,label
98,33,45,brown-ish
195,144,62,brown-ish
154,52,19,brown-ish
211,194,193,brown-ish
105,72,3,brown-ish
60,3,17,brown-ish
141,104,81,brown-ish
87,118,110,grey-ish
69,97,127,grey-ish
39,63,54,grey-ish
231,226,190,grey-ish
46,41,28,grey-ish
229,223,248,grey-ish
173,163,127,grey-ish
90,107,131,grey-ish
180,168,146,grey-ish
103,151,155,grey-ish
108,121,116,grey-ish
141,145,181,grey-ish
194,196,230,grey-ish
178,189,218,grey-ish
156,157,109,grey-ish
16,49,64,grey-ish
110,105,88,grey-ish
19,21,14,grey-ish
74,73,51,grey-ish
187,166,162,grey-ish
71,120,160,grey-ish
106,148,136,grey-ish
71,95,108,grey-ish
19,31,29,grey-ish
105,136,144,grey-ish
140,137,174,grey-ish
230,226,250,grey-ish
223,227,225,grey-ish
158,152,167,grey-ish
144,141,165,grey-ish
173,171,169,grey-ish
190,193,203,grey-ish
126,122,158,grey-ish
133,187,182,grey-ish
187,230,235,grey-ish
153,144,141,grey-ish
73,120,124,grey-ish
52,131,138,grey-ish
196,194,201,grey-ish
173,182,147,grey-ish
188,203,192,grey-ish
87,92,94,grey-ish
130,170,175,grey-ish
7,9,5,grey-ish
72,57,37,grey-ish
152,175,148,grey-ish
174,195,160,grey-ish
215,226,230,grey-ish
161,167,205,grey-ish
151,143,143,grey-ish
184,199,212,grey-ish
234,231,234,grey-ish
152,141,141,grey-ish
171,170,196,grey-ish
186,165,172,grey-ish
171,182,125,grey-ish
142,174,161,grey-ish
78,119,147,grey-ish
172,177,166,grey-ish
193,179,180,grey-ish
222,204,211,grey-ish
98,91,96,grey-ish
156,192,181,grey-ish
188,200,184,grey-ish
159,173,156,grey-ish
140,156,161,grey-ish
129,138,144,grey-ish
94,93,125,grey-ish
60,120,141,grey-ish
99,149,152,grey-ish
86,95,130,grey-ish
164,172,189,grey-ish
62,65,68,grey-ish
188,186,155,grey-ish
63,90,42,grey-ish
5,23,26,grey-ish
236,241,236,grey-ish
144,156,214,grey-ish
156,164,191,grey-ish
104,113,110,grey-ish
152,150,99,grey-ish
118,130,127,grey-ish
144,96,222,grey-ish
231,235,210,grey-ish
169,165,170,grey-ish
162,160,189,grey-ish
170,172,133,grey-ish
103,141,153,grey-ish
84,88,79,grey-ish
181,192,193,grey-ish
205,210,214,grey-ish
125,168,155,grey-ish
46,37,55,grey-ish
88,94,140,grey-ish
169,173,195,grey-ish
90,101,126,grey-ish
65,71,75,grey-ish
33,9,50,grey-ish
151,153,124,grey-ish
40,58,84,grey-ish
68,111,126,grey-ish
122,114,114,grey-ish
150,161,125,grey-ish
126,173,62,grey-ish
121,115,177,grey-ish
179,185,191,grey-ish
161,181,159,grey-ish
55,95,85,grey-ish
183,170,233,grey-ish
205,183,244,grey-ish
17,6,8,grey-ish
205,199,220,grey-ish
164,167,165,grey-ish
69,69,73,grey-ish
102,105,141,grey-ish
102,102,98,grey-ish
58,51,42,grey-ish
135,158,163,grey-ish
65,100,103,grey-ish
85,84,98,grey-ish
208,185,181,grey-ish
89,101,90,grey-ish
124,146,158,grey-ish
194,182,162,grey-ish
143,134,125,grey-ish
124,127,112,grey-ish
69,65,69,grey-ish
188,175,146,grey-ish
48,34,6,grey-ish
173,174,202,grey-ish
79,111,118,grey-ish
196,195,184,grey-ish
210,189,171,grey-ish
188,189,169,grey-ish
137,156,157,grey-ish
233,243,224,grey-ish
25,26,64,grey-ish
191,211,209,grey-ish
2,52,54,grey-ish
221,211,194,grey-ish
166,155,171,grey-ish
174,155,156,grey-ish
69,85,89,grey-ish
123,125,161,grey-ish
67,84,54,grey-ish
221,163,177,grey-ish
153,147,104,grey-ish
